id,label,kind,layer,ideology,magnitude,ein,source_url,notes,logo,country,slices,n_slices
pf,The People's Forum,org,money,,31.6,61-1844780,https://www.influencewatch.org/non-profit/the-peoples-forum/,320 W 37th St NYC; live donate-page payee for Hatuey || Singham-funded NYC hub; IPA North America anchor || Singham-funded NYC hub; feeds DSA adjacently via a separate channel from RLS || us_501c3_active; report §VII. ICAP interlock confirmed directly: State Dept/Rubio sanctions reporting names The People's Forum among the US groups 'wo,pf.png,US,hatuey|latam-solidarity|rls-germany|rubio-cuba|singham-spine,5
pfetcher,Jason Pfetcher,person,party,,3,,https://www.peoplessupportfoundation.org/,WMH representative at NewsClick shareholder meetings (peoplesdemocracy.in); Involved in genocide denial activities.,,,singham-spine,1
pflp,Popular Front for the Liberation of Palestine (PFLP),org,terror,natlib,,,https://home.treasury.gov/news/press-releases/jy2646|https://en.wikipedia.org/wiki/Popular_Front_for_the_Liberation_of_Palestine,US-designated Foreign Terrorist Organization; Samidoun found by OFAC to be its fundraising front || foreign_militant_terror; report §VIII.,,,iran-network|rubio-cuba,2
pi,Progressive International,org,party,demsoc,,93-3021918,https://progressive.international/members/,Co-founded by DiEM25 + Sanders Institute; DSA is a formal member (Oct 2023); connects European left to US orgs,,,rls-germany,1
podemos,Podemos,org,party,demsoc,,,https://en.wikipedia.org/wiki/Podemos_(Spanish_political_party),Spanish left party,,Spain,rls-germany,1
prashad,Vijay Prashad,person,party,,6,,https://www.wikidata.org/wiki/Q7929191|https://en.wikipedia.org/wiki/Vijay_Prashad,"Tricontinental director; published on rosalux.nyc (2013, 2017); RLS Berlin HQ speaker Jun 2025 — bridge to the Singham/PI pipelines || Executive Director; org(s): Tricontinental; §VII || Executive Director/Founder; Involved in genocide denial activities.",,,rls-germany|rubio-cuba|singham-spine,3
press_tv,Press TV,org,state,state,,,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=45062,OFAC-sanctioned English-language IRIB state broadcaster,,Iran,iran-network,1
psf,People's Support Foundation (PSF),org,money,,22,82-1202926,https://projects.propublica.org/nonprofits/organizations/821202926,"Neville Roy Singham vehicle; Jodie Evans, President. $111.6M assets (FY2024). Funds JEF, People's Welfare Association, and People's Forum -- structurally parallel to, not overlapping with, AoJ's grant flow.",,,iran-network|singham-spine,2
psl,Party for Socialism & Liberation,org,party,ml,,,https://www.influencewatch.org/political-party/the-party-for-socialism-and-liberation-psl/,Marxist-Leninist electoral party || US Marxist-Leninist party; shared leadership with People's Forum || 527 political action committee/political party (NOT a 501(c)(3) — no active 501c3 status or ProPublica 990 record found); report §VII. PSL chapters are among the most frequent named co-sponsors of hatuey-related city actions.,psl.png,US,hatuey|latam-solidarity|rubio-cuba|singham-spine,4
puf,Progress Unity Fund,org,party,,,94-3382208,,,,,singham-spine,1
puryear,Eugene Puryear,person,party,,6,,https://en.wikipedia.org/wiki/Eugene_Puryear,"Founding member, former VP candidate (2008, 2016); Potential unregistered foreign agent.",,,singham-spine,1
pwa,People's Welfare Association,org,money,,,83-4705654,,,,,singham-spine,1
reyes,Karla Reyes,person,party,,4,,https://www.linkedin.com/in/karla-reyes-810a628/,Central Committee member; Connected to Chinese Communist Party operations.,,,singham-spine,1
rhc,Radio Havana Cuba / Prensa Latina / Granma,org,state,state,,,,Cuban state media,,,hatuey,1
richard_becker,Richard Becker,person,party,,2,,https://missionlocal.org/2019/08/local-socialists-see-the-fog-of-anti-communism-lifting/,PSL co-founder; ANSWER coordinator; m. Gloria La Riva || Co-founder (June 2004); Involved in genocide denial activities.,,,hatuey|singham-spine,2
rls_berlin,Rosa-Luxemburg-Stiftung e.V. (Berlin),org,state,,71,,https://en.wikipedia.org/wiki/Rosa_Luxemburg_Foundation,"Die Linke's party foundation; EUR 71.2M (2024), ~95% German-government-funded; parent that controls all RLS-NYC money",rls.png,Germany,rls-germany,1
rls_nyc,Rosa Luxemburg Stiftung Inc (RLS-NYC),org,center,,19,45-3658022,https://projects.propublica.org/nonprofits/organizations/453658022,US 501(c)(3); 275 Madison Ave NYC; 100% funded by RLS Berlin; ~$19.1M cumulative 2012-2025; staffed & funded DSA training,rls.png,US,rls-germany,1
ron,Carlos Ron,person,money,,,,https://thetricontinental.org/team/,"Board/team member (Tricontinental); fmr Venezuelan Deputy FM; org(s): Tricontinental, (Venezuela state); §VII",,Venezuela,rubio-cuba,1
rose_benjamin,Rose Benjamin,person,money,,24,,https://www.influencewatch.org/non-profit/benjamin-fund/,"Alvin Benjamin's first wife, Medea Benjamin's mother. Estate contributed $10,863,060 to the Benjamin Fund in FY2010 (990-PF Sched B) -- a distinct, smaller sum from Alvin's later $23.8M; external sources (InfluenceWatch, CRC) misattribute the foundation's money to her estate alone.",,,iran-network,1
rub_african_national_congress,African National Congress,org,context,panafrican,,,https://www.anc1912.org.za/,foreign_solidarity; report §I-III. South Africa; Tricontinental attendee; Cuban-trained ZAPU cadres joined ANC militants in Rhodesia.,,South Africa,rubio-cuba,1
rub_al_tajammu,Al-Tajammu,org,context,,,,https://ict.org.il/propaganda-narratives-influence-operations-latin-america/,network_coalition; report §VIII.,,,rubio-cuba,1
rub_alpha_66,Alpha 66,org,opposition,,,,https://en.wikipedia.org/wiki/Alpha_66,exile_opposition; report §IV.,,,rubio-cuba,1
rub_amazon_labor_union,Amazon Labor Union,org,context,,,,https://www.amazonlaborunion.org/,"us_labor_union_501c5_active; report §V-VI. ALU-IBT Local 1 (Teamsters affiliate); founder Chris Smalls named as participant in Cuba solidarity delegation (""Nuestra América Convoy"") cited in report.",,,rubio-cuba,1
rub_amistur_cuba_sa,Amistur Cuba SA,org,state,state,,,https://www.state.gov/releases/office-of-the-spokesperson/2026/06/sanctions-on-cuban-actors-responsible-for-subversive-anti-american-activities-fact-sheet,foreign_state_entity; report §VII. ICAP travel/logistics arm — operates delegations on ICAP's behalf (report L2083),,Cuba,rubio-cuba,1
rub_association_for_investment,Association for Investment in Popular Action Committees,org,context,,19.2,,https://assinvpopactcom.org/,us_501c3_active; report §VIII.,,,rubio-cuba,1
rub_belly_of_the_beast_llc,Belly of the Beast LLC,org,context,,,,https://www.bellyofthebeastcuba.com/,media_llc; report §V-VI.,,,rubio-cuba,1
rub_black_liberation_army,Black Liberation Army,org,context,panafrican,,,https://en.wikipedia.org/wiki/Black_Liberation_Army,us_radical_historical; report §V-VI.,,,rubio-cuba,1
rub_black_lives_matter_at_scho,Black Lives Matter at School,org,context,panafrican,,,https://www.blacklivesmatteratschool.com/,"us_501c3_active; report §V-VI.  [TIER B — context-only, NEVER in a Cuba total]",,,rubio-cuba,1
rub_black_lives_matter_global,Black Lives Matter Global Network Foundation,org,context,panafrican,82.9,,https://blacklivesmatter.com/,"us_501c3_active; report §V-VI.  [TIER B — context-only, NEVER in a Cuba total]",,,rubio-cuba,1
rub_black_lives_matter_grassro,Black Lives Matter Grassroots,org,context,panafrican,,,https://blmgrassroots.org/,"us_501c3_active; report §V-VI.  [TIER B — context-only, NEVER in a Cuba total]",,,rubio-cuba,1
rub_black_panther_party,Black Panther Party,org,context,panafrican,,,https://en.wikipedia.org/wiki/Black_Panther_Party,"us_radical_historical; report §I-III, V-VI. Cited as influenced by Robert F. Williams broadcasts; leaders found safe harbor in Cuba.",,,rubio-cuba,1
rub_british_cuba_solidarity_ca,British Cuba Solidarity Campaign,org,money,,,,https://cuba-solidarity.org.uk/,foreign_solidarity; report §V-VI.,,UK,rubio-cuba,1
rub_brothers_to_the_rescue,Brothers to the Rescue,org,opposition,,,,https://en.wikipedia.org/wiki/Brothers_to_the_Rescue,exile_opposition; report §IV.,,,rubio-cuba,1
rub_canadian_network_on_cuba,Canadian Network on Cuba,org,money,,,,https://canadiannetworkoncuba.ca/,foreign_solidarity; report §V-VI.,,Canada,rubio-cuba,1
rub_changingfrequencies,changingFrequencies,org,context,,,,https://changingfrequencies.com/,"us_fiscally_sponsored (fiscal sponsor unnamed on org site; tax-deductible gifts >$500 routed through a third party per its own donation page); named in the July 2026 State Dept report 'Cuba: The Capital of 21st Century Communism' (specific §VII citation unconfirmed — independent tally of the report's ~43 named Americans/groups includes changingFrequencies, but no source specifies a section number)",,,rubio-cuba,1
rub_claudia_jones_school,Claudia Jones School,org,money,,,,https://claudiajonesschool.org/,"us_fiscally_sponsored — fiscal host is Open Collective Foundation, a 501(c)(3) (per org's own Open Collective account); report §VII.",,,rubio-cuba,1
rub_communist_party_usa,Communist Party USA,org,party,ml,,,https://www.cpusa.org/,"us_political_party_active — no national 501(c)(3)/tax-exempt registration found; CPUSA is an unincorporated political party (not a nonprofit). NNOC coalition member (separately confirmed edge, https://nnoc.org/member-orgs/). Membership peaked at ~75,000 in 1947 and collapsed to roughly 5,000 by the late 1950s amid Cold War Red Scare prosecutions and the 1956 Khrushchev-speech/Hungary defections.",,,rubio-cuba,1
rub_cuban_american_national_fo,Cuban American National Foundation,org,opposition,,,,https://en.wikipedia.org/wiki/Cuban_American_National_Foundation,exile_opposition; report §IV.,,,rubio-cuba,1
rub_cuban_interests_section,Cuban Interests Section,org,state,state,,,https://en.wikipedia.org/wiki/Cuban_Interests_Section,foreign_state_entity; report §IV.,,Cuba,rubio-cuba,1
rub_cuban_mission_to_the_un,Cuban Mission to the UN,org,state,state,,,https://www.newyorklatinculture.com/cuban-un/,foreign_state_entity; report §IV.,,Cuba,rubio-cuba,1
rub_democratic_front_for_the_l,Democratic Front for the Liberation of Palestine,org,terror,natlib,,,https://en.wikipedia.org/wiki/Democratic_Front_for_the_Liberation_of_Palestine,foreign_militant_terror; report §VIII.,,,rubio-cuba,1
rub_eln,ELN,org,terror,natlib,,,https://en.wikipedia.org/wiki/National_Liberation_Army_(Colombia),foreign_militant_terror; report §I-III. Founders trained in Cuban guerrilla camps.,,,rubio-cuba,1
rub_equality_for_flatbush,Equality for Flatbush,org,context,,,,https://equalityforflatbush.org/,us_fiscally_sponsored; report §VII.,,,rubio-cuba,1
rub_f_4_commandos,F-4 Commandos,org,opposition,,,,https://en.wikipedia.org/wiki/Cuban_Five,exile_opposition; report §IV.,,,rubio-cuba,1
rub_fair_play_for_cuba_committ,Fair Play for Cuba Committee,org,context,,,,https://en.wikipedia.org/wiki/Fair_Play_for_Cuba_Committee,"us_radical_historical; report §I-III, V-VI. Founded April 1960 NYC, Castro-funded; NYT ads, delegations, chapters.",,,rubio-cuba,1
rub_faln,FALN,org,context,natlib,,,https://en.wikipedia.org/wiki/FALN,us_radical_historical; report §I-III. ~130 bombings 1974-1983; co-founded by Ríos.,,,rubio-cuba,1
rub_george_floyd_riots_antifa,George Floyd riots / Antifa / campus activism,concept,context,,,,https://www.kenklippenstein.com/p/after-political-terrorism-event-us,movement_event; report §VIII.,,,rubio-cuba,1
rub_germany_cuba_friendship_as,Germany-Cuba Friendship Association,org,money,,,,https://www.fgbrdkuba.de/,foreign_solidarity; report §V-VI.,,Germany,rubio-cuba,1
rub_haitian_women_for_haitian,Haitian Women for Haitian Refugees,org,context,,,,https://haitianrefugees.org,us_fiscally_sponsored; report §VII.,,,rubio-cuba,1
rub_hamas,Hamas,org,terror,islamist,,,https://en.wikipedia.org/wiki/Hamas,foreign_militant_terror; report §VIII.,,,rubio-cuba,1
rub_hezbollah,Hezbollah,org,terror,islamist,,,https://en.wikipedia.org/wiki/Hezbollah,foreign_militant_terror; report §VIII.,,,rubio-cuba,1
rub_houthis,Houthis,org,terror,islamist,,,https://en.wikipedia.org/wiki/Houthis,foreign_militant_terror; report §VIII.,,,rubio-cuba,1
rub_ifco_pastors_for_peace,IFCO / Pastors for Peace,org,money,,25.0,,https://ifconews.org/,us_501c3_active; report §V-VI. NNOC member; runs the Pastors for Peace 'Friendshipment' caravans to Cuba via ICAP; sole US administrator of Cuba's ELAM,,,rubio-cuba,1
rub_international_may_day_brig,International May Day Brigade,org,money,,,,https://nnoc.org/brigades/,"us_fiscally_sponsored; report §V-VI. Direct, structural interlock, not incidental: NNOC's own page states 'Each year, the NNOC works with ICAP...to lead the",,,rubio-cuba,1
rub_m_19,M-19,org,terror,natlib,,,https://en.wikipedia.org/wiki/M-19,foreign_militant_terror; report §I-III. Colombia; Cuban-trained; 1980 Bogotá Dominican embassy siege; Gustavo Petro was a member.,,,rubio-cuba,1
rub_macheteros,Macheteros,org,context,natlib,,,https://en.wikipedia.org/wiki/Macheteros,"us_radical_historical; report §I-III. Puerto Rico; 1979 Navy bus ambush, USS Pensacola attack, FBI San Juan HQ/courthouse rocket attacks, Wells Fargo robbery",,,rubio-cuba,1
rub_may_19th_communist_organiz,May 19th Communist Organization,org,context,natlib,,,https://en.wikipedia.org/wiki/May_19th_Communist_Organization,us_radical_historical; report §V-VI.,,,rubio-cuba,1
rub_montoneros,Montoneros,org,terror,natlib,,,https://en.wikipedia.org/wiki/Montoneros,foreign_militant_terror; report §I-III. Argentina; Castro-backed/funded; ransom money to Cuba; CIA report on Middle East training.,,,rubio-cuba,1
rub_naacp,NAACP,org,context,,,,https://naacp.org,"us_501c4_active (social welfare org, since Mar 2019); separate affiliated entity NAACP Empowerment Programs, Inc. (EIN 13-1084135) holds 501(c)(3) status; report §V-VI.",,,rubio-cuba,1
rub_nation_of_islam,Nation of Islam,org,context,panafrican,,,https://noi.org,us_501c3_active; report §V-VI.,,,rubio-cuba,1
rub_national_conference_of_bla,National Conference of Black Lawyers,org,context,panafrican,,,https://ncbl.org,us_501c3_active; report §V-VI.,,,rubio-cuba,1
rub_national_network_on_cuba,National Network on Cuba,org,center,,,,https://nnoc.org,"network_coalition; report §VII. ICAP's primary US counterpart — 60+ member coalition (incl. DSA, NLG, CodePink, CPUSA); partners with ICAP every year to",,,rubio-cuba,1
rub_olas,OLAS,org,context,,,,https://www.latinamericanstudies.org/tricon/tricon1.htm,"network_coalition; report §I-III, V-VI. Formed by 27 Latin American Tricontinental delegations; HQ'd in Havana.",,,rubio-cuba,1
rub_p_alicia_garza,Alicia Garza,person,context,,,,https://en.wikipedia.org/wiki/Alicia_Garza,Co-founder; org(s): Black Lives Matter Global Network; §V-VI,,,rubio-cuba,1
rub_p_angela_davis,Angela Davis,person,context,,,,https://en.wikipedia.org/wiki/Angela_Davis,"Movement figure; org(s): CPUSA lineage, BLM lineage; §V-VI",,,rubio-cuba,1
rub_p_antonio_guerrero,Antonio Guerrero,person,state,,,,https://en.wikipedia.org/wiki/Antonio_Guerrero,Wasp agent (Cuban Five); org(s): Wasp Network; §IV,,Cuba,rubio-cuba,1
rub_p_asad_rehman,Asad Rehman,person,context,,,,https://thousandcurrents.org/our-leadership/,"Board member (Thousand Currents); ED War on Want; org(s): Thousand Currents, War on Want; §VII",,,rubio-cuba,1
rub_p_bernardine_dohrn,Bernardine Dohrn,person,context,,,,https://en.wikipedia.org/wiki/Bernardine_Dohrn,"Leader; org(s): Weather Underground; §V-VI, VII",,,rubio-cuba,1
rub_p_bill_ayers,Bill Ayers,person,context,,,,https://en.wikipedia.org/wiki/Bill_Ayers,Leader; org(s): Weather Underground; §V-VI,,,rubio-cuba,1
rub_p_charles_charlie_hill,Charles 'Charlie' Hill,person,context,,,,https://www.cbsnews.com/news/charlie-hill-american-harbored-by-cuba-fears-winds-of-change/,"BLA/RNA; Cuba fugitive (hijacker); org(s): Black Liberation Army, Republic of New Afrika; §V-VI",,Cuba,rubio-cuba,1
rub_p_fernando_gonz_lez_llor,Fernando González Llort,person,state,,,,https://en.wikipedia.org/wiki/Fernando_González_Llort,"Wasp Network agent (Cuban Five) → President of ICAP; org(s): Wasp Network, ICAP; §IV, VII",,Cuba,rubio-cuba,1
rub_p_george_galloway,George Galloway,person,context,,,,https://en.wikipedia.org/wiki/George_Galloway,Founder; org(s): Viva Palestina US; §VII,,UK,rubio-cuba,1
rub_p_gerardo_hern_ndez,Gerardo Hernández,person,state,,,,https://cubacenter.org/cuba-brief-archives/2022/09/13/cubabrief-24/,Wasp Network leader (Cuban Five); org(s): Wasp Network; §IV,,Cuba,rubio-cuba,1
rub_p_gustavo_petro,Gustavo Petro,person,context,,,,https://en.wikipedia.org/wiki/Gustavo_Petro,Colombia president; ex-M-19; org(s): M-19; §I-III,,Colombia,rubio-cuba,1
rub_p_kathy_boudin,Kathy Boudin,person,context,,,,https://en.wikipedia.org/wiki/Kathy_Boudin,"Member; org(s): Weather Underground, May 19th; §V-VI, VII",,,rubio-cuba,1
rub_p_leonard_boudin,Leonard Boudin,person,context,,,,https://en.wikipedia.org/wiki/Leonard_Boudin,Attorney; org(s): (FPCC/Cuba legal); §VII,,,rubio-cuba,1
rub_p_nayef_hawatmeh,Nayef Hawatmeh,person,context,,,,https://en.wikipedia.org/wiki/Nayef_Hawatmeh,"Founder; org(s): PFLP, DFLP; §VIII",,,rubio-cuba,1
rub_p_onyesonwu_chatoyer,Onyesonwu Chatoyer,person,money,,,,https://hoodcommunist.org/2025/07/28/cuba-beats-the-beast/,"Lead coordinator (US contingent); NNOC co-chair; VB organize; org(s): International May Day Brigade, National Network on Cuba, Ven; §VII",,,rubio-cuba,1
rub_p_opal_tometi,Opal Tometi,person,context,,,,https://en.wikipedia.org/wiki/Opal_Tometi,"Co-founder (BLM GNF); BAP founding/former advisory cmte; org(s): Black Lives Matter Global Network Foundation, Black Alliance; §V-VI, VII",,,rubio-cuba,1
rub_p_paul_larudee,Paul Larudee,person,context,,,,https://en.wikipedia.org/wiki/Paul_Larudee,"AIP (EIN 20-5516191), founded 2007, is itself the fiscal sponsor of ISM-Northern California, Free Palestine Movement, Syria Solidarity Movement and related projects; Larudee has served as its Treasurer (President in FY2022 filing) per IRS Form 990s; §VIII",,,rubio-cuba,1
rub_p_ram_n_laba_ino,Ramón Labañino,person,state,,,,https://en.wikipedia.org/wiki/Ramón_Labañino,Wasp agent (Cuban Five); org(s): Wasp Network; §IV,,Cuba,rubio-cuba,1
rub_p_ren_gonz_lez,René González,person,state,,,,https://en.wikipedia.org/wiki/René_González,Wasp agent (Cuban Five); org(s): Wasp Network; §IV,,Cuba,rubio-cuba,1
rub_p_rev_lucius_walker,Rev. Lucius Walker,person,money,,,,https://www.influencewatch.org/non-profit/interreligious-foundation-for-community-organization/,Founder; org(s): IFCO / Pastors for Peace; §VII,,,rubio-cuba,1
rub_p_robert_f_williams,Robert F. Williams,person,context,,,,https://en.wikipedia.org/wiki/Robert_F._Williams,"Radio Free Dixie; NAACP→Cuba exile; org(s): NAACP, Black Panther Party (influence); §I-III, V-VI",,,rubio-cuba,1
rub_p_suzanne_adely,Suzanne Adely,person,money,,,,https://aaan.org/congratulations-to-our-friend-suzanne-adely-the-newly-elected-national-lawyers-guild-president/,President; org(s): National Lawyers Guild; §VII,,,rubio-cuba,1
rub_palestine_liberation_organ,Palestine Liberation Organization,org,terror,natlib,,,https://en.wikipedia.org/wiki/Palestine_Liberation_Organization,"foreign_militant_terror; report §I-III, VIII. Attended Tricontinental Conference; trained Sandinistas at Lebanon camps per RAND Note N-2685.",,,rubio-cuba,1
rub_palestinian_islamic_jihad,Palestinian Islamic Jihad,org,terror,islamist,,,https://en.wikipedia.org/wiki/Palestinian_Islamic_Jihad,foreign_militant_terror; report §VIII.,,,rubio-cuba,1
rub_radio_habana,Radio Habana,org,state,state,,,https://en.wikipedia.org/wiki/Radio_Habana,foreign_state_entity; report §V-VI.,,Cuba,rubio-cuba,1
rub_republic_of_new_afrika,Republic of New Afrika,org,context,panafrican,,,https://en.wikipedia.org/wiki/Republic_of_New_Afrika,us_radical_historical; report §V-VI.,,,rubio-cuba,1
rub_student_nonviolent_coordin,Student Nonviolent Coordinating Committee,org,context,panafrican,,,https://en.wikipedia.org/wiki/Student_Nonviolent_Coordinating_Committee,"State Dept report (p.58, historical/Black-radicalism section): SNCC named as an 'early and foundational' proponent of the Black radical political current Cuba is alleged to have cultivated — historical/lineage cite, NOT a current funded member",,,rubio-cuba,1
rub_students_for_a_democratic,Students for a Democratic Society,org,context,,,,https://en.wikipedia.org/wiki/Students_for_a_Democratic_Society,us_radical_historical; report §V-VI.,,,rubio-cuba,1
rub_the_jericho_movement,The Jericho Movement,org,money,,,,https://thejerichomovement.com,us_fiscally_sponsored; report §VII.,,,rubio-cuba,1
rub_the_wasp_network_red_avisp,The Wasp Network / Red Avispa,org,state,,,,https://www.cubaheadlines.com/articles/338317,"foreign_state_entity; report §IV, VII, VIII. ESPIONAGE→FRONT HINGE — Wasp member González Llort now heads ICAP; the single fact that makes the espionage layer and th",,Cuba,rubio-cuba,1
rub_thousand_currents,Thousand Currents,org,context,,67.5,,https://thousandcurrents.org/,"us_501c3_active; report §V-VI.  [TIER B — context-only, NEVER in a Cuba total]",,,rubio-cuba,1
rub_tupamaros,Tupamaros,org,terror,natlib,,,https://en.wikipedia.org/wiki/Tupamaros,foreign_militant_terror; report §I-III. Uruguay; Cuban-trained/armed; kidnapped/executed American security adviser.,,,rubio-cuba,1
rub_venceremos_brigade,Venceremos Brigade,org,money,,,,https://vb4cuba.com/,"us_fiscally_sponsored; report §I-III, IV, V-VI, VII. Founded 1969; transported thousands of American radicals to Cuba over 50+ years; ""dominated by Cuban spies"" per report —",,,rubio-cuba,1
rub_viva_palestina_us,Viva Palestina US,org,context,,,,https://sfbayview.com/2014/01/irs-attacks-cuba-supporting-ifco-for-fiscally-sponsoring-viva-palestina/,us_fiscally_sponsored; report §VII.,,,rubio-cuba,1
rub_weather_underground,Weather Underground,org,context,natlib,,,https://en.wikipedia.org/wiki/Weather_Underground,"us_radical_historical; report §I-III, V-VI, VIII. Alleged direct Cuban official contact and covert operational support to bombings — uncited claim.",,,rubio-cuba,1
rub_witness_for_peace_solidari,Witness for Peace Solidarity Collective,org,money,,18.5,,https://www.witnessforpeace.org/,us_501c3_active; report §V-VI. NNOC member (formal coalition member; roster-verified),,,rubio-cuba,1
rub_zimbabwe_african_people_s,Zimbabwe African People's Union,org,context,panafrican,,,https://zapu.org,"foreign_solidarity; report §I-III, VII. Cuban-trained cadres fought in Rhodesia alongside ANC.",,Zimbabwe,rubio-cuba,1
rubio_report,Rubio Cuba Report (State Dept.),concept,context,,,,https://www.state.gov/cuba-the-capital-of-21st-century-communism,"State Dept./Rubio report on Cuban subversion; 8 sections. Anchors every node's section ref. Context entities (FTO/exile/historical) are CITED here, not funded.",,,rubio-cuba,1
russia,Russia,concept,state,,19,,,Russia — foreign-state tie hub,,Russia,singham-spine,1
samidoun,Samidoun Palestinian Prisoner Solidarity Network,org,terror,natlib,,,https://home.treasury.gov/news/press-releases/jy2646,OFAC-designated Oct 15 2024 as a 'sham charity' PFLP fundraising front,,,iran-network,1
santos,Lucas Tinti dos Santos,person,party,,3,,https://projects.propublica.org/nonprofits/organizations/371913339/202002309349300500/full,"Director & Secretary of United Community Fund, 2019-2023 (per Form 990 filings); UCF is a Neville Roy Singham-linked pass-through nonprofit reported to channel funds tied to pro-CCP/China media outlets, though no source names Santos personally as a foreign agent, registered or unregistered.",,,singham-spine,1
scharenberg,Albert Scharenberg,person,money,,2,,https://keywiki.org/Albert_Scharenberg,Co-ED RLS-NYC (2013-2018); organized the Mar 2018 European delegation to the CPC Summit,,,rls-germany,1
seal,ICAP 65th-Anniversary Seal,concept,state,,,,,"Awarded to La Riva, Jan 2026",,,hatuey,1
singham,Neville Roy Singham,person,money,,20,,https://www.banks.senate.gov/news/press-releases/senator-jim-banks-to-attorney-general-bondi-i-urge-you-to-investigate-code-pink-for-potential-violations-of-fara/|https://en.wikipedia.org/wiki/Neville_Roy_Singham|https://www.nytimes.com/2023/08/05/world/americas/neville-roy-singham-china-money.html,"ThoughtWorks founder; married Jodie Evans (2017); China-resident (Shanghai). Apex funder of the network: >$20M to People's Forum (2017-2022), routed via People's Support Foundation and Justice & Education Fund. Subject of NYT (Aug 2023) reporting and Senate (Banks/Grassley) FARA scrutiny over CCP-linked funding.",,,hatuey|iran-network|rubio-cuba|singham-spine,4
singham_shanti,Shanti Singham,person,party,,4,,https://jewishinsider.com/2026/03/neville-roy-singham-family-embedded-zohran-mamdani/,Williams College professor emerita (History/Africana Studies); sister of Neville Roy Singham; holds an academic post at China's state-controlled East China Normal University and has advocated for Beijing-backed Confucius Institutes in Africa — documented ties to CCP-linked academic institutions.,,,singham-spine,1
social_good_fund,Social Good Fund,org,money,,24,46-1323531,https://projects.propublica.org/nonprofits/organizations/461323531,"CA fiscal sponsor/DAF operator, 100+ sponsored projects. $855K cumulative from AoJ FY2018-2022 (990-PF Sched I). Ultimate project recipient of AoJ's money not named anywhere in public filings.",,,iran-network,1
souers,Wyatt Souers,person,party,,,,https://consortiumnews.com/2024/07/30/venezuela-as-us-leaders-call-fraud-us-observers-endorse-results/,International Peoples' Assembly; 2024 VZ election accompanier,,US,latam-solidarity,1
stein,Abby Stein (JVP Rabbinical Council),person,context,,,,https://www.adl.org/resources/backgrounder/jewish-voice-peace-jvp,"JVP Rabbinical Council member; attended a Sept 2024 NYC meeting convened by the Islamic Republic of Iran with Iranian President Masoud Pezeshkian, less than a week before Iran launched missiles at Israel. Additional source: https://www.aol.com/anti-israel-nyc-rabbi-attended-173832352.html (NY Post via AOL). Source material explicitly frames this as an individual-capacity contact, not an organizational JVP-Iran relationship. Entirely separate corpus from the Benjamin-foundation/Press-TV material — surfaced via the Revolutionary Network synthesis, not the ncri-tehran-tampa project.",,,iran-network,1
sunkara,Bhaskar Sunkara,person,veneer,,3,,https://rosalux.nyc/2026-ellen-meiksins-wood-lecture/,Jacobin founder; The Nation president; 2026 Ellen Meiksins Wood Lecturer at RLS-NYC; 2014 advisory group,,,rls-germany,1
svart,Maria Svart,person,veneer,,1,,https://keywiki.org/Mapping_Socialist_Strategies,DSA National Director; advisory group at RLS-NYC's 'Mapping Socialist Strategies' retreat (Aug 2014),,,rls-germany,1
syriza,SYRIZA,org,party,demsoc,,,https://en.wikipedia.org/wiki/Syriza,Greek left party,,Greece,rls-germany,1
taylor,Nancy Taylor,person,party,,3,,https://projects.propublica.org/nonprofits/organizations/824975378,"Secretary/Grant Administrator, Justice and Education Fund (2019 Form 990); also Secretary, Tricontinental Ltd (2017-2018 filings) — both nonprofits in the Neville Roy Singham funding network.",,,singham-spine,1
tfa,Task Force on the Americas,org,veneer,,,,https://taskforceamericas.org/,Roger Harris-led; co-sponsors Venezuela Solidarity Network,tfa.png,US,latam-solidarity,1
theoharis,Rev. Dr. Elizabeth Armen Liz Theoharis,person,party,,7,,https://en.wikipedia.org/wiki/Liz_Theoharis,"Personal and organizational ties to the Singham network (attended Singham-Evans wedding; staff overlap between her Kairos Center and Singham-linked groups); publicly frames the Gaza war as a genocide and opposes U.S. military aid to Israel, Ukraine, and Taiwan -- NOT a genocide denier as previously stated.",,,singham-spine,1
tighe_barry,Tighe Barry,person,context,,16,,https://www.nps.gov/aboutus/foia/upload/19-1203_Barry_application.pdf|https://www.trtworld.com/magazine/american-activist-from-vietnam-to-gaza-war-my-government-lies-to-me-18204641,CODEPINK Art Director; personal DC address matches Arc of Justice's operational address,,,iran-network|singham-spine,2
tricontinental,Tricontinental: Institute for Social Research,org,money,,30.8,82-2882135,https://thetricontinental.org/about/ | https://thetricontinental.org/team/,"Prashad-led; IPA research arm || Prashad-led; personnel collaborated with RLS South Asia; $3.015M to People's Forum (2018) || us_501c3_active; report §I-III, V-VI, VIII. Quarterly publication from Tricontinental Conference; direct match to existing 'gold standard' Tricontinental dossier.",tricontinental.png,US,latam-solidarity|rls-germany|rubio-cuba|singham-spine,4
trochowski,Daniela Trochowski,person,state,,1,,https://en.wikipedia.org/wiki/Rosa_Luxemburg_Foundation,"Executive Director, RLS e.V. Berlin; oversees the $1.3-2.5M/yr transfers to RLS-NYC",,Germany,rls-germany,1
ucf,United Community Fund,org,money,,,37-1913339,,,,,singham-spine,1
