source,target,relation,layer,confidence,directed,label,source_url,slices,evidence,receipt
lariva,cuba,support,state,inferred,yes,support,https://cubasi.cu/en/news/prominent-us-activist-receives-icap-commemorative-seal,_mined,,
baptist,p_poor_people_s_economic_human_rights_ca,organizer,party,inferred,yes,organizer,https://peoplesforum.org/instructor/willie-baptist/,_mined,,
hub_hugo_chavez,venezuela,role,state,inferred,yes,role,https://www.nbcnews.com/id/wbna10704025,_mined,,
per_cindy_sheehan,venezuela,visited,state,inferred,yes,visited,https://www.nbcnews.com/id/wbna10704025,_mined,,
hub_assata_shakur,cuba,exiled,state,inferred,yes,exiled,https://www.influencewatch.org/organization/assatas-daughters/,_mined,,
per_erika_takeo,friendsatc,coordinator,state,inferred,yes,coordinator,https://afgj.org/partner-delegation-atc | https://afgj.org/nicanotes-atc-defending-rural-workers-since-the-1970s | https://orinocotribune.com/nicaragua-is-teaching-us-how-to-put-people-over-profits/,_mined,,
delacruz,garcia,running_mate,party,inferred,yes,running mate,https://ballotpedia.org/Karina_Garcia | https://en.wikipedia.org/wiki/Claudia_De_la_Cruz | https://en.wikipedia.org/wiki/Claudia_de_la_Cruz,_mined,,
per_abraham_hassen,nlg,coordinator,veneer,inferred,yes,coordinator,https://www.influencewatch.org/organization/black-movement-law-project/ | https://dickinsonlaw.psu.edu/abi-hassen,_mined,,
benjamin,tighe_barry,collaborator,context,inferred,no,collaborator,https://www.trtworld.com/magazine/american-activist-from-vietnam-to-gaza-war-my-government-lies-to-me-18204641,_mined,,
puryear,btm,host,veneer,inferred,yes,host,https://en.wikipedia.org/wiki/Eugene_Puryear,_mined,,
puryear,psl,vice_presidential_nominee,party,inferred,yes,vice presidential nominee,https://en.wikipedia.org/wiki/Eugene_Puryear,_mined,,
puryear,dsa,endorsed,party,inferred,yes,endorsed,https://en.wikipedia.org/wiki/Eugene_Puryear,_mined,,
puryear,answer,organizer,party,inferred,yes,organizer,https://en.wikipedia.org/wiki/Eugene_Puryear,_mined,,
puryear,lariva,running_mate,state,inferred,yes,running mate,https://en.wikipedia.org/wiki/Eugene_Puryear,_mined,,
p_orinoco_tribune,venezuela,from,state,inferred,yes,from,https://orinocotribune.com/,_mined,,
chung,jef,director,party,inferred,yes,director,https://projects.propublica.org/nonprofits/organizations/824975378,_mined,,
garcia,jef,director,party,inferred,yes,director,https://projects.propublica.org/nonprofits/organizations/824975378,_mined,,
rub_venceremos_brigade,cuba,sends_volunteers_to,state,confirmed,yes,9 delegations (1969–2026),https://iacenter.org/2019/11/01/the-venceremos-brigade-50-years-of-solidarity-with-cuba/,_mined,"9 documented delegations to cuba (1969–2026); hosted by Cuban government, ICAP. e.g. ""On December 22, 1977, the brigade took their first trip to Cuba, [ 2 ] on the request of the Cuban government after President Jimmy Carter briefly lifted the travel ban with Cuba.""",https://en.wikipedia.org/wiki/Antonio_Maceo_Brigade
hub_women_in_black,p_coalition_of_women_for_peace,collaborator,state,inferred,no,collaborator,https://www.influencewatch.org/non-profit/coalition-of-women-for-peace/,_mined,,
p_coalition_of_women_for_peace,rub_hamas,did_not_condemn,terror,inferred,yes,did not condemn,https://www.influencewatch.org/non-profit/coalition-of-women-for-peace/,_mined,,
p_arizona_palestine_solidarity_alliance,nicanet,formed_through,state,inferred,yes,formed through,https://www.influencewatch.org/organization/arizona-palestine-solidarity-alliance/,_mined,,
delacruz,cuba,visited,state,inferred,yes,visited,https://www.peaceandfreedom.us/index.php/news/elections-campaigns/claudia-de-la-cruz-karina-garcia-the-bios,_mined,"She traveled to Cuba for the first time at the age of 17 during the Special Period of extreme economic hardship, and the resilience, conviction, and revolutionary spirit of the Cuban people transformed her.",
hatuey,cuba,solidarity,state,confirmed,yes,11 delegations (2022–2026),https://www.radiohc.cu/en/the-hatuey-project-of-the-united-states-reaffirms-its-solidarity-with-cuba/,_mined,"11 documented delegations to cuba (2022–2026); hosted by Cuban Institute of Friendship with the Peoples (ICAP), ICAP. e.g. ""The group from Hatuey that brought the donation is made up of 20 people, most of them young people who are coming to the Island for the first time to get to know it more and learn from their experiences""",https://www.hatueyproject.org/news/cuba-thanks-hatuey-solidarity-group-from-the-us-for-donations-of-medicines
p_national_immigrant_solidarity_network,china,organized,state,inferred,yes,organized,http://immigrantsolidarity.org/China2017/Article/Article.html,_mined,,
lowengard,puf,treasurer,party,inferred,yes,treasurer,https://www.guidestar.org/profile/94-3382208 | https://projects.propublica.org/nonprofits/organizations/943382208,_mined,,
lowengard,puf,board_member,party,inferred,yes,board member,https://www.guidestar.org/profile/94-3382208,_mined,,
p_labor_against_racism_and_war,dsa,shared,party,inferred,yes,shared,https://www.influencewatch.org/non-profit/us-labor-against-the-war/,_mined,,
dsa,p_arizona_educators_united,affiliation,veneer,inferred,no,affiliation,https://www.influencewatch.org/organization/arizona-educators-united-aeu/,_mined,,
lariva,cuba,defends,state,inferred,yes,defends,https://breakingthechainsmag.org/women-on-the-frontlines-an-interview-with-gloria-la-riva/,_mined,,
psf,anderson-figueroa,director,money,inferred,yes,director,https://www.peoplessupportfoundation.org/,_mined,,
delossantos,cuba,foreign_tie,state,inferred,yes,foreign tie,https://www.yahoo.com/news/manolo-los-santos-leader-hamas-205656272.html,_mined,,
delossantos,rub_hamas,lauded,terror,inferred,yes,lauded,https://www.yahoo.com/news/manolo-los-santos-leader-hamas-205656272.html,_mined,,
samidoun,p_international_people_s_tribunal,co_sponsor,terror,inferred,yes,co sponsor,https://samidoun.net/2023/01/28-january-public-launch-of-the-international-peoples-tribunal-on-u-s-imperialism-sanctions-blockades-and-economic-coercive-measures/,_mined,,
rub_black_lives_matter_global,p_black_trans_travel_fund,grant,money,inferred,yes,grant,https://www.influencewatch.org/for-profit/the-black-trans-travel-fund/,_mined,,
per_devin_michael_lowe,p_black_trans_media,role,veneer,inferred,yes,role,https://www.influencewatch.org/for-profit/the-black-trans-travel-fund/ | https://www.blacktranstravelfund.com/our-team.html,_mined,,
answer,psl,affiliation,party,inferred,no,affiliation,https://en.wikipedia.org/wiki/A.N.S.W.E.R. | https://en.wikipedia.org/wiki/Party_for_Socialism_and_Liberation,_mined,,
p_black_lives_matter_oklahoma_city,rub_naacp,collaborator,party,inferred,no,collaborator,https://www.influencewatch.org/organization/black-lives-matter-oklahoma-city/,_mined,,
p_honduras_solidarity_network,global_exchange,supports,state,inferred,yes,supports,https://www.hondurassolidarity.org,_mined,,
russia,china,aligned,state,inferred,yes,aligned,https://liberationschool.org/hong-kong-and-china/,_mined,strategic partnership; border dispute formally settled 2005,https://www.mfa.gov.cn/rus/wjb/zzjg/dozys/dozysgjlb/1706/1708/200603/t20060322_955028.html
harris,venezuela,interest,state,inferred,yes,interest,https://taskforceamericas.org/staff/roger-harris/,_mined,,
harris,cuba,interest,state,inferred,yes,interest,https://taskforceamericas.org/staff/roger-harris/,_mined,,
hatuey,cuba,delivered,state,inferred,yes,delivered,https://www.hatueyproject.org/news/u-s-activists-deliver-60000-in-medical-aid-to-cuban-children-with-cancer/,_mined,,
answer,codepink,co_initiator,party,inferred,no,co initiator,https://www.answercoalition.org/national_action_us_troops_out_of_iraq,_mined,,
answer,p_popular_resistance,co_initiator,party,inferred,no,co initiator,https://www.answercoalition.org/national_action_us_troops_out_of_iraq,_mined,,
codepink,p_popular_resistance,co_initiator,context,inferred,no,co initiator,https://www.answercoalition.org/national_action_us_troops_out_of_iraq,_mined,,
richard_becker,hub_occupy_wall_street,supported,party,inferred,yes,supported,https://www.discoverthenetworks.org/individuals/richard-becker/,_mined,,
answer,hub_occupy_wall_street,associate,party,inferred,no,associate,https://www.discoverthenetworks.org/individuals/richard-becker/,_mined,,
kramer,gbi,trustee,party,inferred,yes,trustee,https://projects.propublica.org/nonprofits/organizations/811174658,_mined,,
delacruz,gbi,trustee,party,inferred,yes,trustee,https://projects.propublica.org/nonprofits/organizations/811174658,_mined,,
per_carl_dix,p_stop_mass_incarceration_network,initiated,party,inferred,yes,initiated,https://en.wikipedia.org/wiki/Carl_Dix,_mined,,
per_carl_dix,per_cornel_west,collaborator,party,inferred,no,collaborator,https://en.wikipedia.org/wiki/Carl_Dix | https://revcom.us/movement-for-revolution/stop-mass-incarceration/stop-mass-incarceration-carl-dix.html,_mined,,
hrizi,puf,president,party,inferred,yes,president,https://projects.propublica.org/nonprofits/organizations/943382208,_mined,,
maduro,venezuela,role,state,inferred,yes,role,https://www.internacionalantifascista.org/antifascist-statement-of-caracas/ | https://en.wikipedia.org/wiki/Third_inauguration_of_Nicol%C3%A1s_Maduro | https://en.wikipedia.org/wiki/Nicol%C3%A1s_Maduro | https://www.influencewatch.org/organization/kevin-zeese-emerging-activists-fund/ | https://fightbacknews.org/articles/venezuela-s-president-maduro-speaks-25th-sao-paulo-forum | https://consortiumnews.com/2024/07/30/venezuela-as-us-leaders-call-fraud-us-observers-endorse-results/ | https://www.nodal.am/2025/01/venezuela-delegaciones-internacionales-asisten-a-la-investidura-de-nicolas-maduro/ | https://www.venezuelasolidaritynetwork.org/01282025 | https://orinocotribune.com/international-anti-fascist-festival-in-venezuela-ends-with-resolution-on-global-fight-against-fascism/ | https://www.pbs.org/newshour/world/nicolas-maduro-sworn-in-for-third-term-as-venezuelan-president-despite-evidence-of-election-loss | https://popularresistance.org/declaration-of-the-embassy-protection-collective/,_mined,Nicolás Maduro Moros (born 23 November 1962) is a Venezuelan politician and former union leader who served as the 53rd president of Venezuela from 2013 until his capture during the United States intervention in Venezuela in 2026.,
hatuey,cuba,donated,state,inferred,yes,donated,https://www.hatueyproject.org/news/hatuey-project-press-conference-in-cuba/,_mined,,
hub_leni_villag_mez_reeves,hatuey,role,party,inferred,yes,role,https://www.hatueyproject.org/news/hatuey-project-press-conference-in-cuba/,_mined,,
lariva,icap,met,state,inferred,yes,met,https://www.hatueyproject.org/news/hatuey-project-press-conference-in-cuba/,_mined,,
hub_leni_villag_mez_reeves,icap,met,state,inferred,yes,met,https://www.hatueyproject.org/news/hatuey-project-press-conference-in-cuba/,_mined,,
singham,btm,funds,money,inferred,yes,funds,https://www.foxnews.com/politics/inside-cubas-foreign-influence-campaign-from-venceremos-brigade-1960s-saturday-union-hall,_mined,,
singham,answer,funds,money,inferred,yes,funds,https://www.foxnews.com/politics/inside-cubas-foreign-influence-campaign-from-venceremos-brigade-1960s-saturday-union-hall | https://en.wikipedia.org/wiki/Neville_Roy_Singham,_mined,,
singham,psl,funds,money,inferred,yes,funds,https://www.foxnews.com/politics/inside-cubas-foreign-influence-campaign-from-venceremos-brigade-1960s-saturday-union-hall,_mined,,
codepink,pi,member,context,inferred,yes,member,https://progressive.international/members/,_mined,,
venezuela,ipa,hosted,veneer,inferred,yes,hosted,https://breakthroughnews.org/2019/07/20/the-year-in-review-a-look-at-our-coverage/,_mined,,
kaufman,p_honduras_solidarity_network,board_member,state,inferred,yes,board member,https://afgj.org/chuck-kaufman-presente,_mined,"Through AfGJ, he was a founding board member of the Honduras Solidarity Network.",
rub_association_for_investment,p_good_shepherd_collective,fiscal_sponsor,money,inferred,yes,fiscal sponsor,https://assinvpopactcom.org/,_mined,,
dsa,ydsa,affiliation,veneer,inferred,no,affiliation,https://en.wikipedia.org/wiki/Democratic_Socialists_of_America,_mined,,
pf,rub_venceremos_brigade,fiscal_sponsor,money,inferred,yes,fiscal sponsor,https://vb4cuba.com/,_mined,,
jordan,cuba,visited,state,inferred,yes,visited,https://afgj.org/visiting-cuba,_mined,I visited Cuba twice in 2015 for about five weeks in all. I was there in each case as a peace and solidarity activist.,
global_exchange,cuba,travel,state,confirmed,yes,23 delegations (1990–2026),https://globalexchange.org/,_mined,"23 documented delegations to cuba (1990–2026); hosted by AMISTUR. e.g. ""I returned from Cuba last week, delivering $20,000 worth of urgently needed cancer medicines in partnership with the Movimiento Mexicano de Solidaridad con Cuba""",https://globalexchange.org/tag/cuba
global_exchange,iran,travel,state,inferred,yes,travel,https://globalexchange.org/,_mined,,
puryear,psl,member,party,inferred,yes,member,https://en.wikipedia.org/wiki/Party_for_Socialism_and_Liberation | https://www.foxnews.com/politics/second-front-how-socialist-cell-us-mobilized-pro-maduro-foot-soldiers-within-12-hours.amp,_mined,,
btm,psl,affiliation,money,inferred,no,affiliation,https://en.wikipedia.org/wiki/Party_for_Socialism_and_Liberation | https://www.globalsecurity.org/military/world/usa/government/political-parties-psl.htm | https://www.influencewatch.org/non-profit/breakthrough-news-btn/,_mined,"BreakThrough News was founded in January 2020 by Ben Becker and Eugene Puryear, both leaders in the Party for Socialism and Liberation (PSL)... As of 2025, the editor-in-chief of BreakThrough News is Ben Becker, a central committee member of the Party for Socialism and Liberation.",
brian_becker,btm,role,party,inferred,yes,role,https://en.wikipedia.org/wiki/Party_for_Socialism_and_Liberation | https://www.globalsecurity.org/military/world/usa/government/political-parties-psl.htm,_mined,,
puryear,btm,role,party,inferred,yes,role,https://en.wikipedia.org/wiki/Party_for_Socialism_and_Liberation | https://www.globalsecurity.org/military/world/usa/government/political-parties-psl.htm,_mined,,
khalek,btm,role,party,inferred,yes,role,https://en.wikipedia.org/wiki/Party_for_Socialism_and_Liberation,_mined,,
ben_becker,btm,editor-in-chief,veneer,inferred,yes,editor-in-chief,https://en.wikipedia.org/wiki/BreakThrough_News,_mined,its editor-in-chief was PSL central committee member Ben Becker,
delacruz,btm,secretary,party,inferred,yes,secretary,https://en.wikipedia.org/wiki/BreakThrough_News,_mined,and its secretary was Claudia De la Cruz,
btm,tricontinental,collaborator,money,inferred,no,collaborator,https://www.influencewatch.org/non-profit/breakthrough-news-btn/ | https://en.wikipedia.org/wiki/BreakThrough_News,_mined,"BreakThrough News works closely with the Tricontinental Institute for Social Research and frequently hosts its founder, Vijay Prashad.",
btm,prashad,hosted,veneer,inferred,yes,hosted,https://www.thedailybeast.com/neville-singham-funded-breakthrough-news-is-pushing-moscow-beijing-propaganda/ | https://en.wikipedia.org/wiki/BreakThrough_News,_mined,a recurring guest on BreakThrough and its international siblings,
pf,psl,affiliation,money,inferred,no,affiliation,https://en.wikipedia.org/wiki/Party_for_Socialism_and_Liberation | https://www.globalsecurity.org/military/world/usa/government/political-parties-psl.htm,_mined,,
pf,btm,hosted,veneer,inferred,yes,hosted,https://en.wikipedia.org/wiki/Party_for_Socialism_and_Liberation,_mined,,
delacruz,jef,coordinator,party,inferred,yes,coordinator,https://en.wikipedia.org/wiki/Party_for_Socialism_and_Liberation | https://en.wikipedia.org/wiki/BreakThrough_News,_mined,,
hoyt,nicanet,coordinator,veneer,inferred,yes,coordinator,https://afgj.org/about/board-of-directors,_mined,,
per_banbose_shango,vsn,coordinator,veneer,inferred,yes,coordinator,https://afgj.org/about/board-of-directors,_mined,,
per_banbose_shango,rub_national_network_on_cuba,officer,veneer,inferred,yes,officer,https://afgj.org/about/board-of-directors,_mined,,
per_cornel_west,uts,role,party,inferred,yes,role,https://projects.propublica.org/nonprofits/organizations/131624238,_mined,,
answer,afgj,reposted,veneer,inferred,yes,reposted,https://www.answercoalition.org/afgj_s_chuck_kaufman_takes_on_imperialist_myths_in,_mined,,
kovalik,answer,photo_credit,veneer,inferred,yes,photo credit,https://www.answercoalition.org/afgj_s_chuck_kaufman_takes_on_imperialist_myths_in,_mined,,
kaufman,fsln,supports,state,inferred,yes,supports,https://www.answercoalition.org/afgj_s_chuck_kaufman_takes_on_imperialist_myths_in | https://afgj.org/the-case-against-daniel-ortega,_mined,,
nicanet,fsln,supports,state,inferred,yes,supports,https://www.answercoalition.org/afgj_s_chuck_kaufman_takes_on_imperialist_myths_in | https://afgj.org/the-case-against-daniel-ortega,_mined,,
afgj,fsln,supports,state,inferred,yes,supports,https://www.answercoalition.org/afgj_s_chuck_kaufman_takes_on_imperialist_myths_in | https://afgj.org/the-case-against-daniel-ortega,_mined,,
nicanet,ortega,supports,state,inferred,yes,supports,https://www.answercoalition.org/afgj_s_chuck_kaufman_takes_on_imperialist_myths_in | https://afgj.org/the-case-against-daniel-ortega | https://www.influencewatch.org/non-profit/nicaragua-network/,_mined,,
afgj,ortega,supports,state,inferred,yes,supports,https://www.answercoalition.org/afgj_s_chuck_kaufman_takes_on_imperialist_myths_in | https://afgj.org/the-case-against-daniel-ortega,_mined,,
brian_becker,cuba,defended,state,inferred,yes,defended,https://www.influencewatch.org/person/brian-becker/,_mined,,
brian_becker,venezuela,defended,state,inferred,yes,defended,https://www.influencewatch.org/person/brian-becker/,_mined,,
brian_becker,venezuela,sponsor,state,inferred,yes,sponsor,https://www.influencewatch.org/person/brian-becker/,_mined,,
answer,venezuela,sponsor,state,inferred,yes,sponsor,https://www.answercoalition.org/april_22_direct_from_venezuela,_mined,Sponsored by ANSWER Coalition and Bay Area Latin America Solidarity Coalition.,
hub_revolutionary_communist_party_usa,p_refuse_fascism,founder,party,inferred,yes,founder,https://en.wikipedia.org/wiki/Refuse_Fascism,_mined,,
hub_revolutionary_communist_party_usa,p_refuse_fascism,affiliation,party,inferred,no,affiliation,https://en.wikipedia.org/wiki/Refuse_Fascism,_mined,,
p_refuse_fascism,p_world_can_t_wait,shares_address,party,inferred,yes,shares address,https://en.wikipedia.org/wiki/Refuse_Fascism,_mined,,
maduro,venezuela,president,state,inferred,yes,president,https://therealnews.com/international-election-observers-and-journalists-contest-claims-of-venezuela-election-fraud,_mined,,
tricontinental,cuba,named_after,state,inferred,yes,named after 1966 Havana conference,https://sanctionstribunal.org,_mined,"Institute's name references the 1966 Tricontinental Conference held in Havana, Cuba; org (founded 2018, HQ network in Argentina/Brazil/India/South Africa) has no current physical presence in Cuba",https://thetricontinental.org/about/
hub_green_party,p_popular_resistance,affiliation,party,inferred,no,affiliation,https://www.influencewatch.org/organization/kevin-zeese-emerging-activists-fund/,_mined,,
p_popular_resistance,p_kevin_zeese_emerging_activists_fund,founder,party,inferred,yes,founder,https://www.influencewatch.org/organization/kevin-zeese-emerging-activists-fund/,_mined,,
btm,khalek,contributor,veneer,inferred,yes,contributor,https://en.wikipedia.org/wiki/BreakThrough_News,_mined,,
btm,puryear,host,veneer,inferred,yes,host,https://en.wikipedia.org/wiki/BreakThrough_News,_mined,,
btm,khalek,host,veneer,inferred,yes,host,https://en.wikipedia.org/wiki/BreakThrough_News,_mined,,
btm,brian_becker,host,veneer,inferred,yes,host,https://en.wikipedia.org/wiki/BreakThrough_News,_mined,,
btm,ben_becker,editor,veneer,inferred,yes,editor,https://en.wikipedia.org/wiki/BreakThrough_News,_mined,,
btm,delacruz,secretary,money,inferred,yes,secretary,https://www.thedailybeast.com/neville-singham-funded-breakthrough-news-is-pushing-moscow-beijing-propaganda/,_mined,"Claudia De La Cruz, who pulls triple duty as BreakThrough's secretary and as a 'co-coordinator/educator' for the Justice and Education Fund.",
pf,btm,grant,money,inferred,yes,grant,https://en.wikipedia.org/wiki/BreakThrough_News,_mined,,
answer,delacruz,affiliation,party,inferred,no,via PSL overlap (ADL),https://en.wikipedia.org/wiki/BreakThrough_News,_mined,"Via PSL overlap, not personal co-founding: De la Cruz is a PSL central committee member and PSL's 2024 presidential candidate; ADL notes 'significant organizational overlap' between PSL and ANSWER Coalition; she personally participated in an Oct 2023 forum co-sponsored by ANSWER, Code Pink, and Peace in Ukraine.",https://www.adl.org/resources/backgrounder/party-socialism-and-liberation-psl
brian_becker,btm,contributor,veneer,inferred,yes,contributor,https://en.wikipedia.org/wiki/BreakThrough_News,_mined,,
rub_alpha_66,cuba,active_in,state,inferred,yes,active in,https://en.wikipedia.org/wiki/Alpha_66,_mined,,
maduro,hub_hugo_chavez,praised,state,inferred,yes,praised,https://fightbacknews.org/articles/venezuela-s-president-maduro-speaks-25th-sao-paulo-forum,_mined,,
souers,ipa,representative,party,inferred,yes,representative,https://consortiumnews.com/2024/07/30/venezuela-as-us-leaders-call-fraud-us-observers-endorse-results/,_mined,,
maduro,hub_hugo_chavez,predecessor,state,inferred,yes,predecessor,https://consortiumnews.com/2024/07/30/venezuela-as-us-leaders-call-fraud-us-observers-endorse-results/,_mined,,
croce,tricontinental,secretary,party,inferred,yes,secretary,https://projects.propublica.org/nonprofits/organizations/822882135,_mined,,
bugni,tricontinental,deputy_director,money,inferred,yes,deputy director,https://projects.propublica.org/nonprofits/organizations/822882135,_mined,,
henderson,tricontinental,director,party,inferred,yes,director,https://projects.propublica.org/nonprofits/organizations/822882135,_mined,,
taylor,tricontinental,secretary,party,inferred,yes,secretary,https://projects.propublica.org/nonprofits/organizations/822882135,_mined,,
cuba,rub_canadian_network_on_cuba,affiliation,state,inferred,no,affiliation,https://canadiannetworkoncuba.ca/,_mined,,
ipa,maduro,endorsed,state,inferred,yes,endorsed,https://www.influencewatch.org/organization/international-peoples-assembly-ipa/,_mined,,
ipa,pi,co_signatory,party,inferred,no,co signatory,https://www.influencewatch.org/organization/international-peoples-assembly-ipa/,_mined,,
rub_the_jericho_movement,samidoun,solidarity,terror,inferred,yes,solidarity,https://thejerichomovement.com,_mined,,
kuang,maduro,endorsed,state,inferred,yes,endorsed,https://www.persuasion.community/p/the-democratic-socialists-of-america,_mined,,
iran,rub_hezbollah,affiliation,terror,inferred,no,affiliation,https://en.wikipedia.org/wiki/Hezbollah,_mined,,
irgc,rub_hezbollah,affiliation,terror,inferred,no,affiliation,https://en.wikipedia.org/wiki/Hezbollah,_mined,,
chak,tricontinental,role,party,inferred,yes,role,https://thetricontinental.org/team/,_mined,,
dpaul,tfa,member,veneer,inferred,yes,member,https://www.venezuelasolidaritynetwork.org/01282025,_mined,,
dpaul,dsa,member,veneer,inferred,yes,member,https://www.venezuelasolidaritynetwork.org/01282025,_mined,,
clarkgollub,vsn,member,veneer,inferred,yes,member,https://www.venezuelasolidaritynetwork.org/01282025,_mined,,
rub_students_for_a_democratic,rub_venceremos_brigade,affiliation,context,inferred,no,affiliation,https://en.wikipedia.org/wiki/Students_for_a_Democratic_Society,_mined,,
rub_students_for_a_democratic,rub_weather_underground,secession,context,inferred,yes,secession,https://en.wikipedia.org/wiki/Students_for_a_Democratic_Society,_mined,,
venezuela,cuba,foreign_tie,state,inferred,yes,foreign tie,https://rosalux.nyc/cuba-is-being-strangled/,_mined,,
maduro,venezuela,candidate,state,inferred,yes,candidate,https://peoplesforum.org/venezuela-elections,_mined,,
hub_hugo_chavez,venezuela,president,state,inferred,yes,president,https://peoplesforum.org/venezuela-elections | https://www.counterpunch.org/2024/08/30/the-venezuela-elections-of-28-july-2024-what-and-whom-to-believe/,_mined,,
hub_assata_shakur,rub_black_panther_party,member,party,inferred,yes,member,https://en.wikipedia.org/wiki/Assata_Shakur,_mined,,
hub_assata_shakur,rub_may_19th_communist_organiz,associate,party,inferred,no,associate,https://en.wikipedia.org/wiki/Assata_Shakur,_mined,,
hub_assata_shakur,cuba,political_asylum,state,inferred,yes,political asylum,https://en.wikipedia.org/wiki/Assata_Shakur,_mined,,
rub_p_alicia_garza,rub_p_opal_tometi,co_founder,context,inferred,no,co founder,https://en.wikipedia.org/wiki/Alicia_Garza,_mined,,
ipa,venezuela,hosted,veneer,inferred,yes,hosted,https://en.wikipedia.org/wiki/International_Peoples%27_Assembly,_mined,,
ipa,cuba,hosted,veneer,inferred,yes,hosted,https://en.wikipedia.org/wiki/International_Peoples%27_Assembly,_mined,,
nicanet,answer,member,party,inferred,yes,member,https://www.influencewatch.org/non-profit/nicaragua-network/,_mined,,
hoyt,nicanet,co_director,veneer,inferred,yes,co director,https://www.influencewatch.org/non-profit/nicaragua-network/,_mined,,
rub_national_network_on_cuba,cuba,supports,state,confirmed,yes,6 delegations (2000–2026),https://nnoc.org,_mined,"6 documented delegations to cuba (2000–2026). e.g. ""It was during one of these delegations in May 2000 that Cuban medical school scholarships were first offered to US students.""",https://nnoc.org/brigades
rub_p_gustavo_petro,venezuela,foreign_tie,state,inferred,yes,foreign tie,https://en.wikipedia.org/wiki/Gustavo_Petro,_mined,,
per_sunsara_taylor,p_world_can_t_wait,chaired,party,inferred,yes,chaired,https://en.wikipedia.org/wiki/The_World_Can%27t_Wait,_mined,,
per_sunsara_taylor,hub_revolutionary_communist_party_usa,supporter,party,inferred,yes,supporter,https://en.wikipedia.org/wiki/The_World_Can%27t_Wait,_mined,,
per_debra_sweet,hub_revolutionary_communist_party_usa,supporter,party,inferred,yes,supporter,https://en.wikipedia.org/wiki/The_World_Can%27t_Wait,_mined,,
hub_revolutionary_communist_party_usa,p_world_can_t_wait,affiliation,party,inferred,no,affiliation,https://en.wikipedia.org/wiki/The_World_Can%27t_Wait,_mined,,
hub_revolutionary_communist_party_usa,p_world_can_t_wait,initiated,party,inferred,yes,initiated,https://en.wikipedia.org/wiki/The_World_Can%27t_Wait,_mined,,
ensler,per_cindy_sheehan,co_signatory,party,inferred,no,co signatory,https://en.wikipedia.org/wiki/The_World_Can%27t_Wait,_mined,,
p_world_can_t_wait,per_cindy_sheehan,supporter,party,inferred,yes,supporter,https://en.wikipedia.org/wiki/The_World_Can%27t_Wait,_mined,,
p_world_can_t_wait,ensler,supporter,party,inferred,yes,supporter,https://en.wikipedia.org/wiki/The_World_Can%27t_Wait,_mined,,
p_world_can_t_wait,p_refuse_fascism,shares_address,party,inferred,yes,shares address,https://en.wikipedia.org/wiki/The_World_Can%27t_Wait,_mined,,
rub_p_angela_davis,rub_communist_party_usa,member,context,inferred,yes,member,https://en.wikipedia.org/wiki/Angela_Davis,_mined,,
rub_p_angela_davis,rub_black_panther_party,member,context,inferred,yes,member,https://en.wikipedia.org/wiki/Angela_Davis,_mined,,
pflp,rub_palestine_liberation_organ,member,terror,inferred,yes,member,https://en.wikipedia.org/wiki/Palestine_Liberation_Organization | https://en.wikipedia.org/wiki/Popular_Front_for_the_Liberation_of_Palestine,_mined,,
rub_democratic_front_for_the_l,rub_palestine_liberation_organ,member,terror,inferred,yes,member,https://en.wikipedia.org/wiki/Palestine_Liberation_Organization | https://en.wikipedia.org/wiki/Democratic_Front_for_the_Liberation_of_Palestine,_mined,,
german_gov,p_coalition_of_women_for_peace,funds,money,inferred,yes,funds,https://ngo-monitor.org/ngos/coalition_of_women_for_peace/,_mined,,
german_gov,p_coalition_of_women_for_peace,partner,state,inferred,no,partner,https://ngo-monitor.org/ngos/coalition_of_women_for_peace/,_mined,,
p_coalition_of_women_for_peace,hub_women_in_black,member,state,inferred,yes,member,https://ngo-monitor.org/ngos/coalition_of_women_for_peace/,_mined,,
rub_black_panther_party,rub_student_nonviolent_coordin,affiliation,context,inferred,no,affiliation,https://en.wikipedia.org/wiki/Student_Nonviolent_Coordinating_Committee,_mined,,
per_meghan_maurus,nlg,coordinator,party,inferred,yes,coordinator,https://www.nacle.com/CLE/Courses/Protest-Lawyering-Theory-and-Practice-460,_mined,,
rub_democratic_front_for_the_l,pflp,split,terror,inferred,yes,split,https://en.wikipedia.org/wiki/Democratic_Front_for_the_Liberation_of_Palestine,_mined,,
rub_democratic_front_for_the_l,rub_hamas,collaborator,terror,inferred,no,collaborator,https://en.wikipedia.org/wiki/Democratic_Front_for_the_Liberation_of_Palestine | https://en.wikipedia.org/wiki/Nayef_Hawatmeh,_mined,,
per_elisabeth_epps,wfp,member,veneer,inferred,yes,member,https://www.elisabethepps.com/meet-elisabeth,_mined,,
per_elisabeth_epps,dsa,member,veneer,inferred,yes,member,https://www.elisabethepps.com/meet-elisabeth,_mined,,
rub_p_leonard_boudin,nlg,member,context,inferred,yes,member,https://en.wikipedia.org/wiki/Leonard_Boudin,_mined,,
rub_p_kathy_boudin,rub_p_leonard_boudin,relative,context,inferred,no,relative,https://en.wikipedia.org/wiki/Leonard_Boudin | https://en.wikipedia.org/wiki/Kathy_Boudin,_mined,,
per_taureen_tory_russell,per_tef_poe,co_founder,veneer,inferred,no,co founder,https://archive.thinkprogress.org/as-verdict-looms-in-ferguson-activists-play-the-long-game-eb069e39181f/,_mined,,
